id_compra,id_cliente,data_compra,valor_compra
401,126,2013-08-29,3829.03
402,717,2016-05-03,5403.12
403,507,2014-03-07,3139.35
404,972,2013-10-28,423.21
405,98,2015-01-20,790.1
406,843,2010-03-01,6821.61
407,51,2017-04-06,6136.63
408,363,2015-09-15,242.39
409,383,2013-06-17,335.07
410,310,2020-04-01,9243.89
411,525,2017-11-13,55.51
412,373,2014-07-13,61.18
413,454,2016-04-10,5721.09
414,43,2016-07-11,399.2
415,983,2011-09-19,1452.85
416,675,2016-11-18,454.01
417,769,2012-11-01,428.2
418,321,2019-12-25,242.81
419,473,2013-04-21,718.61
420,555,2010-08-15,104.63
421,800,2014-05-20,473.69
422,644,2015-06-17,447.59
423,509,2017-11-18,651.31
424,316,2014-12-01,8908.04
425,978,2010-02-28,580.46
426,131,2014-06-27,896.14
427,494,2016-02-23,4000.84
428,214,2017-08-04,485.53
429,445,2013-02-01,443.47
430,840,2018-09-26,697.78
431,624,2011-01-20,3900.4
432,574,2010-05-23,73.1
433,302,2018-09-19,8130.97
434,131,2014-12-06,9179.32
435,465,2014-01-21,7213.11
436,49,2010-01-31,491.51
437,850,2012-10-04,728.42
438,957,2011-01-02,996.12
439,804,2013-03-07,756.67
440,554,2018-03-29,5862.36
441,517,2014-08-08,9029.19
442,861,2013-11-02,840.23
443,250,2013-09-06,9856.05
444,687,2015-08-29,4.59
445,86,2013-01-25,441.6
446,877,2014-01-14,4524.71
447,921,2013-07-12,377.28
448,236,2013-03-19,203.81
449,52,2011-01-19,8796.55
450,377,2019-07-12,8185.21
451,1,2014-06-19,89.29
452,527,2018-02-19,1360.25
453,881,2011-06-01,599.52
454,84,2017-04-06,575.55
455,568,2011-02-25,560.92
456,416,2010-09-19,1252.11
457,301,2017-01-10,660.25
458,201,2020-08-02,408.28
459,281,2011-12-02,5823.7
460,681,2013-03-06,1771.62
461,345,2017-10-10,465.2
462,210,2014-02-05,7315.59
463,61,2017-04-19,461.88
464,947,2014-06-25,1332.77
465,334,2015-09-17,3217.08
466,342,2015-12-27,896.08
467,29,2016-06-24,6273.9
468,957,2012-04-05,4831.49
469,94,2019-09-20,8189.87
470,286,2012-08-01,2473.21
471,618,2013-03-05,3518.31
472,363,2018-10-27,6047.63
473,165,2014-05-30,6693.31
474,25,2019-01-13,376.08
475,729,2012-02-17,561.01
476,216,2011-08-04,2540.38
477,452,2013-03-21,3545.41
478,775,2012-10-02,4179.39
479,673,2011-12-21,652.58
480,7,2016-02-15,48.35
481,2,2016-11-10,940.35
482,594,2010-12-19,118.46
483,286,2016-12-30,248.56
484,224,2019-08-27,887.71
485,555,2010-01-20,3241.57
486,819,2011-10-09,21.41
487,837,2019-03-22,5463.69
488,488,2012-06-27,66.76
489,737,2011-05-12,6358.96
490,904,2011-06-23,598.97
491,4,2014-12-04,399.29
492,237,2012-12-25,652.94
493,145,2011-12-18,4124.12
494,910,2012-05-06,587.0
495,541,2012-04-11,3637.21
496,528,2020-03-08,347.33
497,312,2018-08-08,5449.13
498,731,2011-07-05,5440.09
499,117,2016-11-17,620.34
500,573,2012-06-23,121.94
501,580,2017-10-24,54.84
502,164,2017-03-28,486.23
503,788,2017-03-20,359.18
504,16,2019-01-11,555.01
505,350,2011-10-23,5155.46
506,817,2011-01-18,705.51
507,156,2012-05-07,737.38
508,936,2013-10-24,284.84
509,786,2011-08-17,9625.26
510,243,2017-10-31,165.85
511,716,2011-01-04,1992.61
512,726,2014-05-03,890.13
513,500,2012-02-20,7090.67
514,702,2010-04-09,118.76
515,18,2019-12-23,3344.05
516,647,2012-11-26,743.8
517,530,2018-04-02,964.39
518,558,2020-01-23,8713.31
519,364,2017-11-19,881.98
520,602,2011-12-07,2967.12
521,683,2019-05-24,884.94
522,620,2012-10-07,266.43
523,28,2013-10-18,707.89
524,74,2019-03-10,9963.76
525,530,2018-05-01,2171.27
526,220,2012-07-03,650.3
527,415,2013-06-12,1982.74
528,519,2013-11-22,7125.98
529,841,2010-11-10,8652.03
530,258,2017-05-04,8725.3
531,639,2016-01-03,2531.62
532,853,2016-01-21,150.47
533,874,2013-01-02,8426.58
534,934,2013-11-08,3.8
535,257,2017-09-23,753.96
536,369,2017-04-05,648.05
537,229,2019-07-30,2420.86
538,277,2017-08-29,7363.45
539,809,2013-07-19,9761.8
540,901,2016-09-02,3836.07
541,325,2015-02-22,943.2
542,729,2016-07-29,5829.12
543,464,2015-11-27,2131.69
544,670,2015-03-10,358.89
545,886,2019-10-25,755.79
546,595,2015-03-21,1127.79
547,516,2012-03-25,565.52
548,102,2014-04-18,4649.51
549,442,2018-07-03,987.92
550,611,2014-01-11,7429.05
551,307,2012-07-27,6108.7
552,755,2016-03-25,4935.06
553,346,2013-07-07,3674.61
554,982,2020-04-17,823.9
555,322,2011-05-01,738.44
556,644,2014-12-26,675.98
557,887,2015-04-21,6720.76
558,796,2016-02-08,121.17
559,244,2010-01-09,622.69
560,517,2018-05-14,387.53
561,829,2020-01-19,4808.68
562,837,2014-05-29,853.69
563,756,2010-12-26,652.37
564,781,2015-10-04,806.9
565,440,2016-08-05,230.68
566,162,2011-03-01,56.08
567,278,2017-05-14,8995.34
568,935,2012-09-30,736.1
569,506,2010-10-22,8495.22
570,199,2012-09-24,668.05
571,566,2017-03-18,1774.13
572,247,2017-03-29,285.06
573,468,2012-11-07,2034.98
574,226,2010-10-04,9841.84
575,805,2018-02-28,275.69
576,573,2015-06-09,863.55
577,973,2017-06-09,383.27
578,951,2011-11-21,740.34
579,76,2015-12-25,1450.49
580,876,2017-01-22,7146.06
581,807,2016-11-16,5743.6
582,478,2020-11-22,874.81
583,963,2012-11-18,687.94
584,973,2017-09-16,917.77
585,458,2016-11-03,7847.21
586,867,2010-08-26,1099.39
587,862,2017-08-20,3287.52
588,212,2012-01-23,843.01
589,792,2019-09-18,628.19
590,812,2016-05-08,140.2
591,643,2016-11-26,40.67
592,380,2015-05-24,7132.5
593,167,2015-12-10,799.48
594,408,2019-09-04,631.8
595,574,2015-06-08,3554.34
596,84,2012-11-27,909.63
597,881,2020-11-12,933.63
598,969,2011-04-07,785.39
599,163,2016-09-22,7028.67
600,595,2016-07-05,163.27
601,427,2012-01-03,7659.03
602,861,2020-03-04,303.7
603,300,2015-04-10,258.08
604,213,2018-02-16,787.28
605,828,2015-02-20,888.46
606,430,2018-08-15,9131.89
607,210,2013-02-20,595.07
608,49,2016-12-20,477.52
609,269,2016-03-14,646.16
610,878,2010-08-31,3720.59
611,119,2017-05-10,6175.17
612,504,2020-02-07,2696.63
613,853,2013-04-16,191.97
614,792,2019-01-22,274.23
615,347,2018-02-20,837.59
616,583,2015-06-02,304.31
617,964,2015-12-04,692.3
618,372,2012-08-12,4356.21
619,795,2016-05-26,9815.71
620,422,2012-11-09,244.68
621,11,2015-12-03,7294.92
622,822,2010-10-05,119.33
623,199,2016-02-23,5197.91
624,782,2011-07-23,3363.49
625,361,2010-11-24,3481.63
626,990,2014-07-27,408.38
627,474,2017-03-05,582.15
628,485,2012-05-24,2898.33
629,932,2014-07-26,339.31
630,427,2012-09-30,761.23
631,933,2019-10-25,6655.1
632,228,2014-12-11,7792.08
633,603,2018-05-27,588.63
634,393,2011-08-02,9589.22
635,187,2011-11-16,5380.26
636,547,2015-02-17,765.07
637,583,2019-04-26,191.41
638,886,2015-01-18,436.0
639,760,2012-03-12,161.35
640,893,2012-04-26,308.4
641,680,2016-08-09,595.74
642,566,2020-04-28,759.2
643,226,2019-04-05,1952.28
644,535,2015-08-22,772.87
645,62,2018-06-02,6582.9
646,950,2010-08-23,4400.24
647,129,2011-08-22,2857.9
648,423,2011-05-16,3264.92
649,293,2016-12-29,8468.55
650,629,2014-02-09,8760.17
651,750,2013-12-02,149.93
652,812,2018-07-11,9070.79
653,750,2019-01-05,1157.19
654,988,2019-02-26,464.1
655,416,2012-07-05,5877.11
656,872,2020-11-21,7895.98
657,431,2017-12-23,9905.09
658,129,2013-04-20,4821.25
659,237,2016-04-17,9934.15
660,101,2012-05-15,121.73
661,16,2020-06-13,571.76
662,228,2016-09-22,1196.21
663,126,2012-11-30,8897.13
664,355,2018-12-20,968.68
665,3,2015-05-27,727.2
666,952,2016-10-26,1372.93
667,395,2012-11-17,4908.78
668,832,2010-04-06,4988.11
669,818,2017-12-03,623.92
670,732,2016-02-07,96.16
671,517,2013-01-30,9391.73
672,323,2014-10-03,737.93
673,33,2018-09-17,646.68
674,950,2013-08-30,615.1
675,133,2014-04-23,3300.11
676,820,2010-12-14,722.02
677,342,2020-08-10,9912.05
678,919,2016-04-11,61.44
679,221,2017-08-14,761.62
680,550,2018-07-15,28.27
681,949,2012-07-18,224.63
682,308,2014-10-20,7142.95
683,358,2018-03-15,392.14
684,294,2011-05-30,7953.23
685,828,2015-06-28,178.71
686,106,2014-05-30,685.4
687,853,2015-10-13,793.51
688,778,2018-06-28,5992.83
689,79,2015-10-10,362.38
690,293,2018-08-02,5536.26
691,569,2014-08-08,146.3
692,951,2019-11-14,414.19
693,987,2016-10-28,7377.58
694,258,2018-02-16,814.47
695,273,2016-10-02,3982.51
696,844,2015-10-09,149.8
697,328,2012-06-19,815.73
698,746,2016-05-30,390.02
699,724,2010-03-29,855.47
700,821,2016-05-25,565.07
701,790,2011-05-20,75.96
702,668,2016-08-27,5497.87
703,188,2010-12-17,984.23
704,466,2019-10-28,9200.79
705,571,2010-11-15,856.97
706,990,2018-05-28,3658.87
707,276,2020-05-16,6578.01
708,522,2012-06-07,8496.9
709,257,2013-07-09,9.1
710,785,2016-06-22,117.42
711,921,2018-01-13,781.49
712,836,2017-05-08,644.69
713,166,2015-02-05,9811.32
714,306,2019-06-15,4441.03
715,848,2011-01-11,1131.42
716,332,2014-01-06,195.5
717,618,2013-03-02,753.11
718,359,2015-03-15,583.56
719,595,2012-01-07,569.58
720,331,2010-10-05,251.47
721,44,2019-05-08,2470.45
722,92,2018-10-19,826.48
723,255,2016-12-30,311.06
724,338,2012-09-01,583.67
725,191,2013-05-18,7236.59
726,501,2015-04-01,52.25
727,671,2012-01-02,473.93
728,785,2019-08-07,225.73
729,652,2010-09-27,582.93
730,243,2013-04-14,567.88
731,287,2015-11-09,9710.87
732,263,2016-01-12,982.81
733,895,2018-06-15,335.54
734,519,2013-02-01,7558.39
735,589,2013-07-17,7560.11
736,624,2014-12-08,672.14
737,272,2013-09-23,523.88
738,948,2013-09-02,4594.43
739,706,2013-11-16,5349.82
740,867,2011-11-22,9225.7
741,46,2019-05-31,284.88
742,368,2019-10-23,110.55
743,711,2019-04-29,770.47
744,422,2015-01-19,5784.16
745,113,2020-05-08,6611.17
746,196,2012-09-23,234.57
747,618,2017-06-01,5664.4
748,62,2018-02-14,291.19
749,113,2014-03-20,6630.24
750,640,2011-04-28,85.24
751,790,2016-11-22,603.72
752,948,2017-09-04,6552.88
753,466,2015-02-21,7277.25
754,272,2020-10-16,6029.63
755,435,2020-03-24,9756.92
756,222,2013-02-18,43.24
757,151,2010-08-17,3821.9
758,291,2018-09-12,491.56
759,388,2019-09-13,826.78
760,855,2015-01-10,3035.53
761,290,2019-09-20,149.44
762,793,2017-12-30,8145.51
763,713,2010-03-28,261.79
764,527,2011-01-29,9730.75
765,150,2010-07-27,768.65
766,57,2015-10-18,5539.24
767,323,2012-10-11,4984.59
768,424,2019-09-25,7463.96
769,616,2012-02-23,2404.0
770,304,2010-04-11,3086.45
771,955,2015-02-17,788.67
772,525,2014-01-05,8961.97
773,598,2017-02-08,4999.3
774,594,2017-04-18,5536.16
775,603,2011-09-09,4669.44
776,488,2014-03-02,990.4
777,599,2016-06-21,2002.74
778,716,2010-03-12,6566.19
779,808,2018-09-03,7717.67
780,869,2011-06-05,2470.04
781,216,2016-11-21,4294.87
782,563,2017-07-12,242.21
783,540,2020-05-19,461.92
784,416,2013-01-13,451.0
785,867,2010-08-05,9736.44
786,10,2012-09-01,444.48
787,791,2010-08-02,137.55
788,548,2014-07-05,271.32
789,163,2014-01-01,6952.47
790,373,2012-11-08,3208.6
791,290,2016-11-01,3095.82
792,587,2010-04-05,6138.69
793,551,2015-10-18,682.07
794,634,2014-03-22,9123.94
795,178,2019-04-10,6002.45
796,490,2013-09-27,3579.33
797,659,2016-05-18,537.3
798,533,2010-07-23,4923.13
799,412,2012-04-12,880.22
800,132,2018-11-25,8354.19
801,704,2010-07-31,874.71
802,107,2013-02-02,773.36
803,739,2017-01-05,446.06
804,670,2015-04-19,2622.39
805,942,2016-08-26,8770.45
806,284,2016-01-18,892.68
807,867,2013-03-03,746.24
808,137,2017-12-11,238.58
809,617,2012-05-31,41.04
810,773,2010-12-07,5537.71
811,85,2019-12-14,891.22
812,99,2013-06-22,253.2
813,704,2011-02-01,641.21
814,487,2019-08-30,5526.98
815,455,2015-12-09,8238.41
816,333,2019-09-21,6290.35
817,946,2010-09-24,6648.86
818,330,2019-07-14,9006.66
819,778,2019-07-01,1815.75
820,877,2016-02-10,40.92
821,817,2017-03-15,4874.87
822,837,2014-12-25,550.45
823,973,2014-06-30,8857.37
824,622,2010-09-29,8312.03
825,706,2017-06-30,4827.62
826,772,2015-05-09,4731.21
827,686,2016-10-05,870.35
828,738,2011-03-02,802.28
829,931,2011-09-25,3669.23
830,159,2017-07-06,884.41
831,305,2011-03-04,1834.38
832,758,2018-09-11,8573.97
833,641,2012-12-15,216.47
834,712,2012-11-01,1575.96
835,947,2013-10-17,506.01
836,963,2012-12-01,138.61
837,794,2012-02-25,7958.04
838,480,2015-01-06,2910.57
839,591,2011-09-28,881.89
840,709,2016-03-27,3888.48
841,384,2010-08-21,4874.46
842,335,2013-03-09,461.01
843,872,2014-03-14,3118.09
844,473,2019-01-12,213.76
845,623,2015-01-26,991.55
846,695,2010-09-14,717.01
847,644,2020-04-22,7975.42
848,690,2015-03-21,8833.83
849,648,2013-01-10,885.92
850,423,2014-10-13,302.68
851,801,2020-09-02,4118.66
852,508,2011-10-26,5591.38
853,82,2011-08-18,323.47
854,45,2012-09-20,400.52
855,665,2012-04-23,3175.75
856,98,2010-05-28,4038.65
857,337,2015-07-02,344.2
858,323,2018-09-21,6890.6
859,53,2016-09-09,646.36
860,113,2020-06-12,8820.29
861,849,2014-04-25,133.09
862,574,2011-09-19,4079.44
863,310,2014-08-25,157.38
864,544,2012-05-24,3048.86
865,204,2018-04-26,573.8
866,869,2013-11-11,693.67
867,795,2016-10-11,783.97
868,834,2016-05-19,3358.13
869,901,2019-11-24,147.37
870,664,2013-04-21,9327.76
871,546,2014-09-12,702.19
872,535,2020-02-25,589.66
873,262,2010-10-25,939.8
874,740,2020-12-31,704.76
875,184,2017-01-02,774.94
876,29,2011-10-21,506.62
877,77,2010-12-02,812.7
878,436,2017-10-22,1909.84
879,268,2018-03-11,965.24
880,152,2018-09-14,193.01
881,404,2019-05-15,9013.79
882,160,2015-10-21,802.98
883,698,2011-12-11,126.35
884,920,2011-06-02,4301.17
885,928,2014-03-30,528.9
886,670,2019-07-21,8774.79
887,69,2018-02-22,6845.35
888,182,2010-07-27,7975.64
889,452,2018-08-19,1888.62
890,573,2013-10-26,5563.45
891,5,2013-07-26,225.96
892,924,2018-10-26,3245.21
893,579,2019-07-06,7486.1
894,700,2012-07-13,3908.97
895,975,2010-11-19,512.2
896,943,2016-05-29,617.94
897,397,2016-01-20,6573.09
898,585,2017-12-20,6437.05
899,251,2015-05-01,512.53
900,289,2014-09-18,603.95
901,166,2020-09-12,1149.16
902,653,2013-06-23,556.2
